Participant,NewsMeasure,Sample,Ratings_M,Ratings_Scored,SocialJetlag_ABS,SocialJetlag_ABS_Binned,Chronotype,SleepDurationAvg,SleepDurationAvg_Binned,SampleCoded,CRT,HL,Age,Edu,Gender,NewsType,NewsDomain,NewsTypeCoded,NewsDomainCoded,GenderCoded,Pct_Confidently_Correct,Pct_Unconfidently_Correct,Pct_Confidently_Incorrect,Pct_Unconfidently_Incorrect
441,Fake-Covid,Liberal,29.6,0.8,1.5,'1-2,27.60714286,8.21,'8-9,-0.5,3,6,54,8,Male,Fake,Covid,-0.5,-0.5,0.5,60,20,20,0
441,Fake-The Big Lie,Liberal,31.8,0.733333333,1.5,'1-2,27.60714286,8.21,'8-9,-0.5,3,6,54,8,Male,Fake,TBL,-0.5,0.5,0.5,53.33333333,20,26.66666667,0
441,Real-Covid,Liberal,67.26666667,0.733333333,1.5,'1-2,27.60714286,8.21,'8-9,-0.5,3,6,54,8,Male,Real,Covid,0.5,-0.5,0.5,73.33333333,0,6.666666667,20
441,Real-The Big Lie,Liberal,79.86666667,1,1.5,'1-2,27.60714286,8.21,'8-9,-0.5,3,6,54,8,Male,Real,TBL,0.5,0.5,0.5,100,0,0,0
442,Fake-Covid,Liberal,6.333333333,1,0.258333333,'0-1,31.80357143,8.12,'8-9,-0.5,3,6,25,7,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
442,Fake-The Big Lie,Liberal,29.66666667,0.866666667,0.258333333,'0-1,31.80357143,8.12,'8-9,-0.5,3,6,25,7,Male,Fake,TBL,-0.5,0.5,0.5,46.66666667,40,0,13.33333333
442,Real-Covid,Liberal,49.2,0.6,0.258333333,'0-1,31.80357143,8.12,'8-9,-0.5,3,6,25,7,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,13.33333333,26.66666667,13.33333333
442,Real-The Big Lie,Liberal,61.4,0.8,0.258333333,'0-1,31.80357143,8.12,'8-9,-0.5,3,6,25,7,Male,Real,TBL,0.5,0.5,0.5,46.66666667,33.33333333,6.666666667,13.33333333
443,Fake-Covid,Liberal,15,0.933333333,0,'0-1,29.5,9,'9-10,-0.5,4,6,59,7,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,0,6.666666667,0
443,Fake-The Big Lie,Liberal,13.6,0.933333333,0,'0-1,29.5,9,'9-10,-0.5,4,6,59,7,Female,Fake,TBL,-0.5,0.5,-0.5,93.33333333,0,6.666666667,0
443,Real-Covid,Liberal,63.53333333,0.8,0,'0-1,29.5,9,'9-10,-0.5,4,6,59,7,Female,Real,Covid,0.5,-0.5,-0.5,80,0,20,0
443,Real-The Big Lie,Liberal,71.8,0.933333333,0,'0-1,29.5,9,'9-10,-0.5,4,6,59,7,Female,Real,TBL,0.5,0.5,-0.5,93.33333333,0,6.666666667,0
444,Fake-Covid,Liberal,1,1,1,'1-2,24.92857143,6.86,'6-7,-0.5,4,6,57,9,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
444,Fake-The Big Lie,Liberal,0.666666667,1,1,'1-2,24.92857143,6.86,'6-7,-0.5,4,6,57,9,Male,Fake,TBL,-0.5,0.5,0.5,100,0,0,0
444,Real-Covid,Liberal,59,0.6,1,'1-2,24.92857143,6.86,'6-7,-0.5,4,6,57,9,Male,Real,Covid,0.5,-0.5,0.5,60,0,26.66666667,13.33333333
444,Real-The Big Lie,Liberal,84.66666667,0.933333333,1,'1-2,24.92857143,6.86,'6-7,-0.5,4,6,57,9,Male,Real,TBL,0.5,0.5,0.5,93.33333333,0,6.666666667,0
445,Fake-Covid,Liberal,3,1,1.5,'1-2,27.5,8,'8-9,-0.5,4,4,38,4,Male,Fake,Covid,-0.5,-0.5,0.5,80,20,0,0
445,Fake-The Big Lie,Liberal,6.666666667,0.866666667,1.5,'1-2,27.5,8,'8-9,-0.5,4,4,38,4,Male,Fake,TBL,-0.5,0.5,0.5,86.66666667,0,0,13.33333333
445,Real-Covid,Liberal,58.2,0.533333333,1.5,'1-2,27.5,8,'8-9,-0.5,4,4,38,4,Male,Real,Covid,0.5,-0.5,0.5,40,13.33333333,6.666666667,40
445,Real-The Big Lie,Liberal,77.8,0.866666667,1.5,'1-2,27.5,8,'8-9,-0.5,4,4,38,4,Male,Real,TBL,0.5,0.5,0.5,60,26.66666667,0,13.33333333
447,Fake-Covid,Liberal,33.06666667,0.533333333,0,'0-1,28.5,5,'4-6,-0.5,3,6,41,5,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,0,26.66666667,20
447,Fake-The Big Lie,Liberal,19.6,0.733333333,0,'0-1,28.5,5,'4-6,-0.5,3,6,41,5,Female,Fake,TBL,-0.5,0.5,-0.5,73.33333333,0,13.33333333,13.33333333
447,Real-Covid,Liberal,80.2,0.8,0,'0-1,28.5,5,'4-6,-0.5,3,6,41,5,Female,Real,Covid,0.5,-0.5,-0.5,66.66666667,13.33333333,0,20
447,Real-The Big Lie,Liberal,83.06666667,0.933333333,0,'0-1,28.5,5,'4-6,-0.5,3,6,41,5,Female,Real,TBL,0.5,0.5,-0.5,86.66666667,6.666666667,6.666666667,0
449,Fake-Covid,Liberal,20,0.866666667,2.25,'2-3,27.71428571,6.93,'6-7,-0.5,2,6,58,5,Female,Fake,Covid,-0.5,-0.5,-0.5,73.33333333,13.33333333,6.666666667,6.666666667
449,Fake-The Big Lie,Liberal,31.46666667,0.666666667,2.25,'2-3,27.71428571,6.93,'6-7,-0.5,2,6,58,5,Female,Fake,TBL,-0.5,0.5,-0.5,46.66666667,20,6.666666667,26.66666667
449,Real-Covid,Liberal,54.53333333,0.533333333,2.25,'2-3,27.71428571,6.93,'6-7,-0.5,2,6,58,5,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,26.66666667,13.33333333,33.33333333
449,Real-The Big Lie,Liberal,57.46666667,0.466666667,2.25,'2-3,27.71428571,6.93,'6-7,-0.5,2,6,58,5,Female,Real,TBL,0.5,0.5,-0.5,33.33333333,13.33333333,6.666666667,46.66666667
450,Fake-Covid,Liberal,15,0.8,2,'2-3,26.78571429,6.57,'6-7,-0.5,2,5,56,9,Female,Fake,Covid,-0.5,-0.5,-0.5,73.33333333,6.666666667,6.666666667,13.33333333
450,Fake-The Big Lie,Liberal,15.8,0.733333333,2,'2-3,26.78571429,6.57,'6-7,-0.5,2,5,56,9,Female,Fake,TBL,-0.5,0.5,-0.5,66.66666667,6.666666667,0,26.66666667
450,Real-Covid,Liberal,75.33333333,0.666666667,2,'2-3,26.78571429,6.57,'6-7,-0.5,2,5,56,9,Female,Real,Covid,0.5,-0.5,-0.5,66.66666667,0,13.33333333,20
450,Real-The Big Lie,Liberal,91.66666667,0.933333333,2,'2-3,26.78571429,6.57,'6-7,-0.5,2,5,56,9,Female,Real,TBL,0.5,0.5,-0.5,80,13.33333333,0,6.666666667
451,Fake-Covid,Liberal,10.26666667,1,1.583333333,'1-2,25.17857143,7.52,'7-8,-0.5,3,6,26,7,Female,Fake,Covid,-0.5,-0.5,-0.5,86.66666667,13.33333333,0,0
451,Fake-The Big Lie,Liberal,22.8,0.866666667,1.583333333,'1-2,25.17857143,7.52,'7-8,-0.5,3,6,26,7,Female,Fake,TBL,-0.5,0.5,-0.5,80,6.666666667,13.33333333,0
451,Real-Covid,Liberal,53.46666667,0.466666667,1.583333333,'1-2,25.17857143,7.52,'7-8,-0.5,3,6,26,7,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,0,26.66666667,26.66666667
451,Real-The Big Lie,Liberal,46.66666667,0.266666667,1.583333333,'1-2,25.17857143,7.52,'7-8,-0.5,3,6,26,7,Female,Real,TBL,0.5,0.5,-0.5,26.66666667,0,6.666666667,66.66666667
452,Fake-Covid,Liberal,6.266666667,1,0.791666667,'0-1,29.01190476,8.61,'8-9,-0.5,1,5,35,7,Female,Fake,Covid,-0.5,-0.5,-0.5,0,100,0,0
452,Fake-The Big Lie,Liberal,10.6,0.933333333,0.791666667,'0-1,29.01190476,8.61,'8-9,-0.5,1,5,35,7,Female,Fake,TBL,-0.5,0.5,-0.5,0,93.33333333,0,6.666666667
452,Real-Covid,Liberal,41.26666667,0.333333333,0.791666667,'0-1,29.01190476,8.61,'8-9,-0.5,1,5,35,7,Female,Real,Covid,0.5,-0.5,-0.5,6.666666667,26.66666667,0,66.66666667
452,Real-The Big Lie,Liberal,43.8,0.466666667,0.791666667,'0-1,29.01190476,8.61,'8-9,-0.5,1,5,35,7,Female,Real,TBL,0.5,0.5,-0.5,26.66666667,20,6.666666667,46.66666667
453,Fake-Covid,Liberal,4.466666667,1,0,'0-1,28.5,9,'9-10,-0.5,0,6,36,7,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,6.666666667,0,0
453,Fake-The Big Lie,Liberal,9.8,0.866666667,0,'0-1,28.5,9,'9-10,-0.5,0,6,36,7,Female,Fake,TBL,-0.5,0.5,-0.5,86.66666667,0,6.666666667,6.666666667
453,Real-Covid,Liberal,66.86666667,0.733333333,0,'0-1,28.5,9,'9-10,-0.5,0,6,36,7,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,46.66666667,6.666666667,20
453,Real-The Big Lie,Liberal,71.46666667,0.666666667,0,'0-1,28.5,9,'9-10,-0.5,0,6,36,7,Female,Real,TBL,0.5,0.5,-0.5,53.33333333,13.33333333,0,33.33333333
454,Fake-Covid,Liberal,3.466666667,1,0.875,'0-1,24.91071429,8.07,'8-9,-0.5,4,5,29,4,NA,Fake,Covid,-0.5,-0.5,NA,86.66666667,13.33333333,0,0
454,Fake-The Big Lie,Liberal,48.73333333,0.333333333,0.875,'0-1,24.91071429,8.07,'8-9,-0.5,4,5,29,4,NA,Fake,TBL,-0.5,0.5,NA,6.666666667,26.66666667,33.33333333,33.33333333
454,Real-Covid,Liberal,53.73333333,0.666666667,0.875,'0-1,24.91071429,8.07,'8-9,-0.5,4,5,29,4,NA,Real,Covid,0.5,-0.5,NA,53.33333333,13.33333333,13.33333333,20
454,Real-The Big Lie,Liberal,51.46666667,0.466666667,0.875,'0-1,24.91071429,8.07,'8-9,-0.5,4,5,29,4,NA,Real,TBL,0.5,0.5,NA,40,6.666666667,13.33333333,40
456,Fake-Covid,Liberal,25.6,1,0,'0-1,27,8,'8-9,-0.5,2,5,32,6,NA,Fake,Covid,-0.5,-0.5,NA,86.66666667,13.33333333,0,0
456,Fake-The Big Lie,Liberal,51.06666667,0.266666667,0,'0-1,27,8,'8-9,-0.5,2,5,32,6,NA,Fake,TBL,-0.5,0.5,NA,26.66666667,0,73.33333333,0
456,Real-Covid,Liberal,48.8,0.666666667,0,'0-1,27,8,'8-9,-0.5,2,5,32,6,NA,Real,Covid,0.5,-0.5,NA,66.66666667,0,33.33333333,0
456,Real-The Big Lie,Liberal,48.93333333,0.6,0,'0-1,27,8,'8-9,-0.5,2,5,32,6,NA,Real,TBL,0.5,0.5,NA,60,0,33.33333333,6.666666667
457,Fake-Covid,Liberal,21,0.666666667,0.75,'0-1,25.44642857,7.39,'7-8,-0.5,4,6,66,7,Female,Fake,Covid,-0.5,-0.5,-0.5,46.66666667,20,0,33.33333333
457,Fake-The Big Lie,Liberal,11.66666667,0.866666667,0.75,'0-1,25.44642857,7.39,'7-8,-0.5,4,6,66,7,Female,Fake,TBL,-0.5,0.5,-0.5,66.66666667,20,0,13.33333333
457,Real-Covid,Liberal,66.4,0.6,0.75,'0-1,25.44642857,7.39,'7-8,-0.5,4,6,66,7,Female,Real,Covid,0.5,-0.5,-0.5,40,20,0,40
457,Real-The Big Lie,Liberal,75.93333333,0.866666667,0.75,'0-1,25.44642857,7.39,'7-8,-0.5,4,6,66,7,Female,Real,TBL,0.5,0.5,-0.5,80,6.666666667,0,13.33333333
458,Fake-Covid,Liberal,19.53333333,0.666666667,0.458333333,'0-1,26.76785714,7.45,'7-8,-0.5,2,6,48,5,Male,Fake,Covid,-0.5,-0.5,0.5,0,66.66666667,26.66666667,6.666666667
458,Fake-The Big Lie,Liberal,29.46666667,0.666666667,0.458333333,'0-1,26.76785714,7.45,'7-8,-0.5,2,6,48,5,Male,Fake,TBL,-0.5,0.5,0.5,0,66.66666667,20,13.33333333
458,Real-Covid,Liberal,57.73333333,0.733333333,0.458333333,'0-1,26.76785714,7.45,'7-8,-0.5,2,6,48,5,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,6.666666667,0,26.66666667
458,Real-The Big Lie,Liberal,71.8,0.933333333,0.458333333,'0-1,26.76785714,7.45,'7-8,-0.5,2,6,48,5,Male,Real,TBL,0.5,0.5,0.5,86.66666667,6.666666667,0,6.666666667
459,Fake-Covid,Liberal,3,1,4,'4-5,27.57142857,7.14,'7-8,-0.5,3,5,30,3,Female,Fake,Covid,-0.5,-0.5,-0.5,100,0,0,0
459,Fake-The Big Lie,Liberal,17,0.8,4,'4-5,27.57142857,7.14,'7-8,-0.5,3,5,30,3,Female,Fake,TBL,-0.5,0.5,-0.5,80,0,6.666666667,13.33333333
459,Real-Covid,Liberal,62.66666667,0.6,4,'4-5,27.57142857,7.14,'7-8,-0.5,3,5,30,3,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,6.666666667,26.66666667,13.33333333
459,Real-The Big Lie,Liberal,73.33333333,0.8,4,'4-5,27.57142857,7.14,'7-8,-0.5,3,5,30,3,Female,Real,TBL,0.5,0.5,-0.5,73.33333333,6.666666667,20,0
460,Fake-Covid,Liberal,13.6,0.866666667,1,'1-2,27.03571429,5.07,'4-6,-0.5,3,5,27,7,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,13.33333333,13.33333333,0
460,Fake-The Big Lie,Liberal,3.866666667,1,1,'1-2,27.03571429,5.07,'4-6,-0.5,3,5,27,7,Male,Fake,TBL,-0.5,0.5,0.5,86.66666667,13.33333333,0,0
460,Real-Covid,Liberal,49.2,0.533333333,1,'1-2,27.03571429,5.07,'4-6,-0.5,3,5,27,7,Male,Real,Covid,0.5,-0.5,0.5,40,13.33333333,13.33333333,33.33333333
460,Real-The Big Lie,Liberal,54.26666667,0.666666667,1,'1-2,27.03571429,5.07,'4-6,-0.5,3,5,27,7,Male,Real,TBL,0.5,0.5,0.5,60,6.666666667,6.666666667,26.66666667
463,Fake-Covid,Liberal,10.66666667,1,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,27,9,Female,Fake,Covid,-0.5,-0.5,-0.5,100,0,0,0
463,Fake-The Big Lie,Liberal,16.66666667,0.933333333,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,27,9,Female,Fake,TBL,-0.5,0.5,-0.5,80,13.33333333,6.666666667,0
463,Real-Covid,Liberal,59,0.533333333,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,27,9,Female,Real,Covid,0.5,-0.5,-0.5,40,13.33333333,20,26.66666667
463,Real-The Big Lie,Liberal,59.66666667,0.666666667,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,27,9,Female,Real,TBL,0.5,0.5,-0.5,60,6.666666667,6.666666667,26.66666667
464,Fake-Covid,Liberal,9.066666667,0.933333333,0,'0-1,29,8,'8-9,-0.5,2,6,35,4,Male,Fake,Covid,-0.5,-0.5,0.5,93.33333333,0,6.666666667,0
464,Fake-The Big Lie,Liberal,7,1,0,'0-1,29,8,'8-9,-0.5,2,6,35,4,Male,Fake,TBL,-0.5,0.5,0.5,100,0,0,0
464,Real-Covid,Liberal,80.66666667,0.866666667,0,'0-1,29,8,'8-9,-0.5,2,6,35,4,Male,Real,Covid,0.5,-0.5,0.5,86.66666667,0,6.666666667,6.666666667
464,Real-The Big Lie,Liberal,80.2,0.866666667,0,'0-1,29,8,'8-9,-0.5,2,6,35,4,Male,Real,TBL,0.5,0.5,0.5,86.66666667,0,13.33333333,0
465,Fake-Covid,Liberal,20,0.8,1.25,'1-2,24.71428571,7.93,'7-8,-0.5,3,4,56,5,Female,Fake,Covid,-0.5,-0.5,-0.5,66.66666667,13.33333333,20,0
465,Fake-The Big Lie,Liberal,13.33333333,0.866666667,1.25,'1-2,24.71428571,7.93,'7-8,-0.5,3,4,56,5,Female,Fake,TBL,-0.5,0.5,-0.5,80,6.666666667,13.33333333,0
465,Real-Covid,Liberal,96.66666667,0.933333333,1.25,'1-2,24.71428571,7.93,'7-8,-0.5,3,4,56,5,Female,Real,Covid,0.5,-0.5,-0.5,93.33333333,0,0,6.666666667
465,Real-The Big Lie,Liberal,96.8,1,1.25,'1-2,24.71428571,7.93,'7-8,-0.5,3,4,56,5,Female,Real,TBL,0.5,0.5,-0.5,100,0,0,0
466,Fake-Covid,Liberal,3.8,1,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,49,7,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,6.666666667,0,0
466,Fake-The Big Lie,Liberal,0,1,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,49,7,Female,Fake,TBL,-0.5,0.5,-0.5,100,0,0,0
466,Real-Covid,Liberal,72.73333333,0.866666667,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,49,7,Female,Real,Covid,0.5,-0.5,-0.5,80,6.666666667,6.666666667,6.666666667
466,Real-The Big Lie,Liberal,82.26666667,1,3,'3-4,25.78571429,7.57,'7-8,-0.5,4,6,49,7,Female,Real,TBL,0.5,0.5,-0.5,86.66666667,13.33333333,0,0
467,Fake-Covid,Liberal,5.4,1,0,'0-1,30.75,8.5,'8-9,-0.5,3,6,35,5,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
467,Fake-The Big Lie,Liberal,24,0.8,0,'0-1,30.75,8.5,'8-9,-0.5,3,6,35,5,Male,Fake,TBL,-0.5,0.5,0.5,80,0,20,0
467,Real-Covid,Liberal,58.46666667,0.666666667,0,'0-1,30.75,8.5,'8-9,-0.5,3,6,35,5,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,0,20,13.33333333
467,Real-The Big Lie,Liberal,80.93333333,0.933333333,0,'0-1,30.75,8.5,'8-9,-0.5,3,6,35,5,Male,Real,TBL,0.5,0.5,0.5,86.66666667,6.666666667,6.666666667,0
468,Fake-Covid,Liberal,19.46666667,0.8,1,'1-2,25.28571429,6.57,'6-7,-0.5,2,4,49,6,Female,Fake,Covid,-0.5,-0.5,-0.5,66.66666667,13.33333333,13.33333333,6.666666667
468,Fake-The Big Lie,Liberal,19.13333333,0.866666667,1,'1-2,25.28571429,6.57,'6-7,-0.5,2,4,49,6,Female,Fake,TBL,-0.5,0.5,-0.5,66.66666667,20,13.33333333,0
468,Real-Covid,Liberal,43.2,0.466666667,1,'1-2,25.28571429,6.57,'6-7,-0.5,2,4,49,6,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,0,40,13.33333333
468,Real-The Big Lie,Liberal,39.66666667,0.4,1,'1-2,25.28571429,6.57,'6-7,-0.5,2,4,49,6,Female,Real,TBL,0.5,0.5,-0.5,40,0,60,0
469,Fake-Covid,Liberal,38.46666667,0.666666667,3.493333333,'3-4,24.90595238,8.47,'8-9,-0.5,3,3,51,7,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,13.33333333,13.33333333,20
469,Fake-The Big Lie,Liberal,49.13333333,0.333333333,3.493333333,'3-4,24.90595238,8.47,'8-9,-0.5,3,3,51,7,Female,Fake,TBL,-0.5,0.5,-0.5,26.66666667,6.666666667,33.33333333,33.33333333
469,Real-Covid,Liberal,50.26666667,0.466666667,3.493333333,'3-4,24.90595238,8.47,'8-9,-0.5,3,3,51,7,Female,Real,Covid,0.5,-0.5,-0.5,33.33333333,13.33333333,33.33333333,20
469,Real-The Big Lie,Liberal,43.73333333,0.333333333,3.493333333,'3-4,24.90595238,8.47,'8-9,-0.5,3,3,51,7,Female,Real,TBL,0.5,0.5,-0.5,33.33333333,0,40,26.66666667
470,Fake-Covid,Liberal,16.86666667,0.866666667,2,'2-3,25.89285714,8.79,'8-9,-0.5,3,5,62,5,Female,Fake,Covid,-0.5,-0.5,-0.5,6.666666667,80,13.33333333,0
470,Fake-The Big Lie,Liberal,19.8,0.866666667,2,'2-3,25.89285714,8.79,'8-9,-0.5,3,5,62,5,Female,Fake,TBL,-0.5,0.5,-0.5,46.66666667,40,13.33333333,0
470,Real-Covid,Liberal,54,0.533333333,2,'2-3,25.89285714,8.79,'8-9,-0.5,3,5,62,5,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,0,6.666666667,40
470,Real-The Big Lie,Liberal,74.13333333,0.733333333,2,'2-3,25.89285714,8.79,'8-9,-0.5,3,5,62,5,Female,Real,TBL,0.5,0.5,-0.5,60,13.33333333,0,26.66666667
471,Fake-Covid,Liberal,22.46666667,0.8,2.5,'2-3,27.28571429,9.57,'9-10,-0.5,3,6,43,7,Female,Fake,Covid,-0.5,-0.5,-0.5,66.66666667,13.33333333,20,0
471,Fake-The Big Lie,Liberal,43.4,0.466666667,2.5,'2-3,27.28571429,9.57,'9-10,-0.5,3,6,43,7,Female,Fake,TBL,-0.5,0.5,-0.5,26.66666667,20,33.33333333,20
471,Real-Covid,Liberal,52.6,0.6,2.5,'2-3,27.28571429,9.57,'9-10,-0.5,3,6,43,7,Female,Real,Covid,0.5,-0.5,-0.5,33.33333333,26.66666667,6.666666667,33.33333333
471,Real-The Big Lie,Liberal,56.6,0.6,2.5,'2-3,27.28571429,9.57,'9-10,-0.5,3,6,43,7,Female,Real,TBL,0.5,0.5,-0.5,46.66666667,13.33333333,13.33333333,26.66666667
472,Fake-Covid,Liberal,5.333333333,1,0,'0-1,25.5,9,'9-10,-0.5,3,3,34,4,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
472,Fake-The Big Lie,Liberal,10,0.933333333,0,'0-1,25.5,9,'9-10,-0.5,3,3,34,4,Male,Fake,TBL,-0.5,0.5,0.5,93.33333333,0,0,6.666666667
472,Real-Covid,Liberal,39.73333333,0.266666667,0,'0-1,25.5,9,'9-10,-0.5,3,3,34,4,Male,Real,Covid,0.5,-0.5,0.5,26.66666667,0,66.66666667,6.666666667
472,Real-The Big Lie,Liberal,49.46666667,0.6,0,'0-1,25.5,9,'9-10,-0.5,3,3,34,4,Male,Real,TBL,0.5,0.5,0.5,33.33333333,26.66666667,40,0
473,Fake-Covid,Liberal,31.73333333,0.6,3,'3-4,30.78571429,9.57,'9-10,-0.5,2,5,33,3,Female,Fake,Covid,-0.5,-0.5,-0.5,33.33333333,26.66666667,0,40
473,Fake-The Big Lie,Liberal,50.4,0.4,3,'3-4,30.78571429,9.57,'9-10,-0.5,2,5,33,3,Female,Fake,TBL,-0.5,0.5,-0.5,13.33333333,26.66666667,20,40
473,Real-Covid,Liberal,69,0.666666667,3,'3-4,30.78571429,9.57,'9-10,-0.5,2,5,33,3,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,20,0,33.33333333
473,Real-The Big Lie,Liberal,78.53333333,0.8,3,'3-4,30.78571429,9.57,'9-10,-0.5,2,5,33,3,Female,Real,TBL,0.5,0.5,-0.5,66.66666667,13.33333333,6.666666667,13.33333333
476,Fake-Covid,Liberal,0.266666667,1,2.5,'2-3,25.92857143,6.86,'6-7,-0.5,3,5,51,9,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,6.666666667,0,0
476,Fake-The Big Lie,Liberal,0.4,1,2.5,'2-3,25.92857143,6.86,'6-7,-0.5,3,5,51,9,Female,Fake,TBL,-0.5,0.5,-0.5,100,0,0,0
476,Real-Covid,Liberal,44.26666667,0.4,2.5,'2-3,25.92857143,6.86,'6-7,-0.5,3,5,51,9,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,13.33333333,13.33333333,46.66666667
476,Real-The Big Lie,Liberal,69.86666667,0.733333333,2.5,'2-3,25.92857143,6.86,'6-7,-0.5,3,5,51,9,Female,Real,TBL,0.5,0.5,-0.5,66.66666667,6.666666667,13.33333333,13.33333333
478,Fake-Covid,Liberal,24.33333333,0.733333333,1.375,'1-2,26.35714286,7.46,'7-8,-0.5,4,6,61,5,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,0,26.66666667,0
478,Fake-The Big Lie,Liberal,9.333333333,0.933333333,1.375,'1-2,26.35714286,7.46,'7-8,-0.5,4,6,61,5,Male,Fake,TBL,-0.5,0.5,0.5,93.33333333,0,6.666666667,0
478,Real-Covid,Liberal,62.93333333,0.666666667,1.375,'1-2,26.35714286,7.46,'7-8,-0.5,4,6,61,5,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,0,33.33333333,0
478,Real-The Big Lie,Liberal,81.73333333,0.866666667,1.375,'1-2,26.35714286,7.46,'7-8,-0.5,4,6,61,5,Male,Real,TBL,0.5,0.5,0.5,86.66666667,0,13.33333333,0
481,Fake-Covid,Liberal,9.666666667,0.866666667,1.5,'1-2,27.89285714,6.79,'6-7,-0.5,3,4,42,7,Male,Fake,Covid,-0.5,-0.5,0.5,80,6.666666667,0,13.33333333
481,Fake-The Big Lie,Liberal,20.66666667,0.666666667,1.5,'1-2,27.89285714,6.79,'6-7,-0.5,3,4,42,7,Male,Fake,TBL,-0.5,0.5,0.5,53.33333333,13.33333333,0,33.33333333
481,Real-Covid,Liberal,59.86666667,0.466666667,1.5,'1-2,27.89285714,6.79,'6-7,-0.5,3,4,42,7,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,0,6.666666667,46.66666667
481,Real-The Big Lie,Liberal,70.33333333,0.666666667,1.5,'1-2,27.89285714,6.79,'6-7,-0.5,3,4,42,7,Male,Real,TBL,0.5,0.5,0.5,60,6.666666667,0,33.33333333
482,Fake-Covid,Liberal,33.86666667,0.733333333,1.75,'1-2,28,7.5,'7-8,-0.5,3,6,24,5,Male,Fake,Covid,-0.5,-0.5,0.5,6.666666667,66.66666667,26.66666667,0
482,Fake-The Big Lie,Liberal,40.6,0.6,1.75,'1-2,28,7.5,'7-8,-0.5,3,6,24,5,Male,Fake,TBL,-0.5,0.5,0.5,6.666666667,53.33333333,40,0
482,Real-Covid,Liberal,76.93333333,0.866666667,1.75,'1-2,28,7.5,'7-8,-0.5,3,6,24,5,Male,Real,Covid,0.5,-0.5,0.5,86.66666667,0,0,13.33333333
482,Real-The Big Lie,Liberal,62.86666667,0.8,1.75,'1-2,28,7.5,'7-8,-0.5,3,6,24,5,Male,Real,TBL,0.5,0.5,0.5,80,0,13.33333333,6.666666667
484,Fake-Covid,Liberal,7.133333333,0.933333333,1,'1-2,25.14285714,8.29,'8-9,-0.5,4,5,43,9,Female,Fake,Covid,-0.5,-0.5,-0.5,86.66666667,6.666666667,6.666666667,0
484,Fake-The Big Lie,Liberal,37.4,0.666666667,1,'1-2,25.14285714,8.29,'8-9,-0.5,4,5,43,9,Female,Fake,TBL,-0.5,0.5,-0.5,33.33333333,33.33333333,26.66666667,6.666666667
484,Real-Covid,Liberal,81,0.933333333,1,'1-2,25.14285714,8.29,'8-9,-0.5,4,5,43,9,Female,Real,Covid,0.5,-0.5,-0.5,93.33333333,0,6.666666667,0
484,Real-The Big Lie,Liberal,65.8,0.666666667,1,'1-2,25.14285714,8.29,'8-9,-0.5,4,5,43,9,Female,Real,TBL,0.5,0.5,-0.5,66.66666667,0,6.666666667,26.66666667
486,Fake-Covid,Liberal,16.26666667,0.933333333,1.25,'1-2,26.57142857,7.64,'7-8,-0.5,3,6,28,6,Female,Fake,Covid,-0.5,-0.5,-0.5,80,13.33333333,6.666666667,0
486,Fake-The Big Lie,Liberal,19.66666667,0.866666667,1.25,'1-2,26.57142857,7.64,'7-8,-0.5,3,6,28,6,Female,Fake,TBL,-0.5,0.5,-0.5,86.66666667,0,6.666666667,6.666666667
486,Real-Covid,Liberal,53.2,0.533333333,1.25,'1-2,26.57142857,7.64,'7-8,-0.5,3,6,28,6,Female,Real,Covid,0.5,-0.5,-0.5,40,13.33333333,26.66666667,20
