Participant,NewsMeasure,Sample,Ratings_M,Ratings_Scored,SocialJetlag_ABS,SocialJetlag_ABS_Binned,Chronotype,SleepDurationAvg,SleepDurationAvg_Binned,SampleCoded,CRT,HL,Age,Edu,Gender,NewsType,NewsDomain,NewsTypeCoded,NewsDomainCoded,GenderCoded,Pct_Confidently_Correct,Pct_Unconfidently_Correct,Pct_Confidently_Incorrect,Pct_Unconfidently_Incorrect
486,Real-The Big Lie,Liberal,73.06666667,0.733333333,1.25,'1-2,26.57142857,7.64,'7-8,-0.5,3,6,28,6,Female,Real,TBL,0.5,0.5,-0.5,73.33333333,0,20,6.666666667
487,Fake-Covid,Liberal,22.66666667,0.733333333,2.75,'2-3,26.35714286,8.21,'8-9,-0.5,3,6,25,7,NA,Fake,Covid,-0.5,-0.5,NA,26.66666667,46.66666667,13.33333333,13.33333333
487,Fake-The Big Lie,Liberal,25.53333333,0.733333333,2.75,'2-3,26.35714286,8.21,'8-9,-0.5,3,6,25,7,NA,Fake,TBL,-0.5,0.5,NA,20,53.33333333,6.666666667,20
487,Real-Covid,Liberal,42,0.466666667,2.75,'2-3,26.35714286,8.21,'8-9,-0.5,3,6,25,7,NA,Real,Covid,0.5,-0.5,NA,26.66666667,20,6.666666667,46.66666667
487,Real-The Big Lie,Liberal,40.6,0.533333333,2.75,'2-3,26.35714286,8.21,'8-9,-0.5,3,6,25,7,NA,Real,TBL,0.5,0.5,NA,13.33333333,40,0,46.66666667
488,Fake-Covid,Liberal,30.46666667,1,2.083333333,'2-3,24.6547619,8.81,'8-9,-0.5,3,0,65,7,Female,Fake,Covid,-0.5,-0.5,-0.5,73.33333333,26.66666667,0,0
488,Fake-The Big Lie,Liberal,29.66666667,0.866666667,2.083333333,'2-3,24.6547619,8.81,'8-9,-0.5,3,0,65,7,Female,Fake,TBL,-0.5,0.5,-0.5,80,6.666666667,13.33333333,0
488,Real-Covid,Liberal,38.86666667,0.2,2.083333333,'2-3,24.6547619,8.81,'8-9,-0.5,3,0,65,7,Female,Real,Covid,0.5,-0.5,-0.5,13.33333333,6.666666667,73.33333333,6.666666667
488,Real-The Big Lie,Liberal,37.2,0.266666667,2.083333333,'2-3,24.6547619,8.81,'8-9,-0.5,3,0,65,7,Female,Real,TBL,0.5,0.5,-0.5,20,6.666666667,60,13.33333333
492,Fake-Covid,Liberal,10.33333333,1,0.125,'0-1,28.03571429,9.32,'9-10,-0.5,3,6,65,9,Female,Fake,Covid,-0.5,-0.5,-0.5,80,20,0,0
492,Fake-The Big Lie,Liberal,8.066666667,1,0.125,'0-1,28.03571429,9.32,'9-10,-0.5,3,6,65,9,Female,Fake,TBL,-0.5,0.5,-0.5,100,0,0,0
492,Real-Covid,Liberal,48.4,0.466666667,0.125,'0-1,28.03571429,9.32,'9-10,-0.5,3,6,65,9,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,0,40,13.33333333
492,Real-The Big Lie,Liberal,60.8,0.733333333,0.125,'0-1,28.03571429,9.32,'9-10,-0.5,3,6,65,9,Female,Real,TBL,0.5,0.5,-0.5,66.66666667,6.666666667,13.33333333,13.33333333
493,Fake-Covid,Liberal,5.133333333,1,0.75,'0-1,27.67857143,7.86,'7-8,-0.5,2,6,28,7,Male,Fake,Covid,-0.5,-0.5,0.5,80,20,0,0
493,Fake-The Big Lie,Liberal,7.266666667,1,0.75,'0-1,27.67857143,7.86,'7-8,-0.5,2,6,28,7,Male,Fake,TBL,-0.5,0.5,0.5,100,0,0,0
493,Real-Covid,Liberal,54.06666667,0.6,0.75,'0-1,27.67857143,7.86,'7-8,-0.5,2,6,28,7,Male,Real,Covid,0.5,-0.5,0.5,60,0,33.33333333,6.666666667
493,Real-The Big Lie,Liberal,78.6,0.933333333,0.75,'0-1,27.67857143,7.86,'7-8,-0.5,2,6,28,7,Male,Real,TBL,0.5,0.5,0.5,93.33333333,0,0,6.666666667
494,Fake-Covid,Liberal,7.4,0.933333333,0,'0-1,26,8,'8-9,-0.5,1,4,53,7,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,0,0,6.666666667
494,Fake-The Big Lie,Liberal,2.933333333,1,0,'0-1,26,8,'8-9,-0.5,1,4,53,7,Female,Fake,TBL,-0.5,0.5,-0.5,80,20,0,0
494,Real-Covid,Liberal,56.2,0.533333333,0,'0-1,26,8,'8-9,-0.5,1,4,53,7,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,0,33.33333333,13.33333333
494,Real-The Big Lie,Liberal,83.73333333,0.933333333,0,'0-1,26,8,'8-9,-0.5,1,4,53,7,Female,Real,TBL,0.5,0.5,-0.5,46.66666667,46.66666667,6.666666667,0
495,Fake-Covid,Liberal,27.93333333,0.866666667,1.5,'1-2,27,8,'8-9,-0.5,4,6,61,6,Female,Fake,Covid,-0.5,-0.5,-0.5,60,26.66666667,13.33333333,0
495,Fake-The Big Lie,Liberal,34.06666667,0.733333333,1.5,'1-2,27,8,'8-9,-0.5,4,6,61,6,Female,Fake,TBL,-0.5,0.5,-0.5,60,13.33333333,20,6.666666667
495,Real-Covid,Liberal,41.4,0.4,1.5,'1-2,27,8,'8-9,-0.5,4,6,61,6,Female,Real,Covid,0.5,-0.5,-0.5,13.33333333,26.66666667,40,20
495,Real-The Big Lie,Liberal,67.73333333,0.733333333,1.5,'1-2,27,8,'8-9,-0.5,4,6,61,6,Female,Real,TBL,0.5,0.5,-0.5,66.66666667,6.666666667,6.666666667,20
497,Fake-Covid,Liberal,4.6,0.933333333,0.75,'0-1,27.57142857,8.64,'8-9,-0.5,2,6,30,5,Male,Fake,Covid,-0.5,-0.5,0.5,66.66666667,26.66666667,0,6.666666667
497,Fake-The Big Lie,Liberal,19.06666667,0.866666667,0.75,'0-1,27.57142857,8.64,'8-9,-0.5,2,6,30,5,Male,Fake,TBL,-0.5,0.5,0.5,33.33333333,53.33333333,0,13.33333333
497,Real-Covid,Liberal,58.93333333,0.6,0.75,'0-1,27.57142857,8.64,'8-9,-0.5,2,6,30,5,Male,Real,Covid,0.5,-0.5,0.5,20,40,6.666666667,33.33333333
497,Real-The Big Lie,Liberal,60.4,0.6,0.75,'0-1,27.57142857,8.64,'8-9,-0.5,2,6,30,5,Male,Real,TBL,0.5,0.5,0.5,26.66666667,33.33333333,0,40
501,Fake-Covid,Liberal,1.266666667,1,0,'0-1,26.28571429,8.57,'8-9,-0.5,3,6,41,5,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,46.66666667,0,0
501,Fake-The Big Lie,Liberal,6.733333333,1,0,'0-1,26.28571429,8.57,'8-9,-0.5,3,6,41,5,Male,Fake,TBL,-0.5,0.5,0.5,86.66666667,13.33333333,0,0
501,Real-Covid,Liberal,41.33333333,0.533333333,0,'0-1,26.28571429,8.57,'8-9,-0.5,3,6,41,5,Male,Real,Covid,0.5,-0.5,0.5,53.33333333,0,40,6.666666667
501,Real-The Big Lie,Liberal,51.33333333,0.533333333,0,'0-1,26.28571429,8.57,'8-9,-0.5,3,6,41,5,Male,Real,TBL,0.5,0.5,0.5,46.66666667,6.666666667,33.33333333,13.33333333
502,Fake-Covid,Conservative,34.6,0.533333333,0.75,'0-1,27.57142857,8.64,'8-9,0.5,3,4,43,9,Female,Fake,Covid,-0.5,-0.5,-0.5,46.66666667,6.666666667,20,26.66666667
502,Fake-The Big Lie,Conservative,44.86666667,0.6,0.75,'0-1,27.57142857,8.64,'8-9,0.5,3,4,43,9,Female,Fake,TBL,-0.5,0.5,-0.5,46.66666667,13.33333333,20,20
502,Real-Covid,Conservative,62.8,0.866666667,0.75,'0-1,27.57142857,8.64,'8-9,0.5,3,4,43,9,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,60,13.33333333,0
502,Real-The Big Lie,Conservative,57.66666667,0.666666667,0.75,'0-1,27.57142857,8.64,'8-9,0.5,3,4,43,9,Female,Real,TBL,0.5,0.5,-0.5,13.33333333,53.33333333,26.66666667,6.666666667
503,Fake-Covid,Conservative,38.53333333,0.533333333,0.625,'0-1,26.10714286,7.46,'7-8,0.5,3,6,69,5,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,0,33.33333333,13.33333333
503,Fake-The Big Lie,Conservative,76.66666667,0,0.625,'0-1,26.10714286,7.46,'7-8,0.5,3,6,69,5,Female,Fake,TBL,-0.5,0.5,-0.5,0,0,86.66666667,13.33333333
503,Real-Covid,Conservative,60.86666667,0.733333333,0.625,'0-1,26.10714286,7.46,'7-8,0.5,3,6,69,5,Female,Real,Covid,0.5,-0.5,-0.5,73.33333333,0,6.666666667,20
503,Real-The Big Lie,Conservative,61.86666667,0.733333333,0.625,'0-1,26.10714286,7.46,'7-8,0.5,3,6,69,5,Female,Real,TBL,0.5,0.5,-0.5,73.33333333,0,20,6.666666667
504,Fake-Covid,Conservative,36.13333333,0.666666667,3,'3-4,27,8,'8-9,0.5,2,6,37,7,Male,Fake,Covid,-0.5,-0.5,0.5,66.66666667,0,20,13.33333333
504,Fake-The Big Lie,Conservative,43.06666667,0.6,3,'3-4,27,8,'8-9,0.5,2,6,37,7,Male,Fake,TBL,-0.5,0.5,0.5,46.66666667,13.33333333,33.33333333,6.666666667
504,Real-Covid,Conservative,52.46666667,0.533333333,3,'3-4,27,8,'8-9,0.5,2,6,37,7,Male,Real,Covid,0.5,-0.5,0.5,53.33333333,0,40,6.666666667
504,Real-The Big Lie,Conservative,46.86666667,0.466666667,3,'3-4,27,8,'8-9,0.5,2,6,37,7,Male,Real,TBL,0.5,0.5,0.5,40,6.666666667,46.66666667,6.666666667
505,Fake-Covid,Conservative,60.6,0.266666667,4.25,'4-5,25.32142857,7.14,'7-8,0.5,1,5,33,4,Male,Fake,Covid,-0.5,-0.5,0.5,26.66666667,0,66.66666667,6.666666667
505,Fake-The Big Lie,Conservative,76.06666667,0.066666667,4.25,'4-5,25.32142857,7.14,'7-8,0.5,1,5,33,4,Male,Fake,TBL,-0.5,0.5,0.5,6.666666667,0,93.33333333,0
505,Real-Covid,Conservative,70.6,0.733333333,4.25,'4-5,25.32142857,7.14,'7-8,0.5,1,5,33,4,Male,Real,Covid,0.5,-0.5,0.5,73.33333333,0,13.33333333,13.33333333
505,Real-The Big Lie,Conservative,66.6,0.8,4.25,'4-5,25.32142857,7.14,'7-8,0.5,1,5,33,4,Male,Real,TBL,0.5,0.5,0.5,73.33333333,6.666666667,13.33333333,6.666666667
506,Fake-Covid,Conservative,53.66666667,0.4,0,'0-1,26.75,5.5,'4-6,0.5,4,6,59,5,Female,Fake,Covid,-0.5,-0.5,-0.5,40,0,40,20
506,Fake-The Big Lie,Conservative,62.66666667,0.266666667,0,'0-1,26.75,5.5,'4-6,0.5,4,6,59,5,Female,Fake,TBL,-0.5,0.5,-0.5,20,6.666666667,46.66666667,26.66666667
506,Real-Covid,Conservative,50,0.6,0,'0-1,26.75,5.5,'4-6,0.5,4,6,59,5,Female,Real,Covid,0.5,-0.5,-0.5,33.33333333,26.66666667,20,20
506,Real-The Big Lie,Conservative,54.26666667,0.533333333,0,'0-1,26.75,5.5,'4-6,0.5,4,6,59,5,Female,Real,TBL,0.5,0.5,-0.5,40,13.33333333,20,26.66666667
508,Fake-Covid,Conservative,30.6,0.6,4,'4-5,23.92857143,7.86,'7-8,0.5,2,6,39,5,Female,Fake,Covid,-0.5,-0.5,-0.5,60,0,20,20
508,Fake-The Big Lie,Conservative,57.46666667,0.266666667,4,'4-5,23.92857143,7.86,'7-8,0.5,2,6,39,5,Female,Fake,TBL,-0.5,0.5,-0.5,20,6.666666667,33.33333333,40
508,Real-Covid,Conservative,52.6,0.533333333,4,'4-5,23.92857143,7.86,'7-8,0.5,2,6,39,5,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,6.666666667,33.33333333,13.33333333
508,Real-The Big Lie,Conservative,67.2,0.733333333,4,'4-5,23.92857143,7.86,'7-8,0.5,2,6,39,5,Female,Real,TBL,0.5,0.5,-0.5,60,13.33333333,13.33333333,13.33333333
509,Fake-Covid,Conservative,29.8,0.6,0,'0-1,27,8,'8-9,0.5,2,6,47,4,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,6.666666667,0,40
509,Fake-The Big Lie,Conservative,13.33333333,0.8,0,'0-1,27,8,'8-9,0.5,2,6,47,4,Male,Fake,TBL,-0.5,0.5,0.5,40,40,6.666666667,13.33333333
509,Real-Covid,Conservative,55.33333333,0.333333333,0,'0-1,27,8,'8-9,0.5,2,6,47,4,Male,Real,Covid,0.5,-0.5,0.5,20,13.33333333,13.33333333,53.33333333
509,Real-The Big Lie,Conservative,35,0.066666667,0,'0-1,27,8,'8-9,0.5,2,6,47,4,Male,Real,TBL,0.5,0.5,0.5,6.666666667,0,26.66666667,66.66666667
510,Fake-Covid,Conservative,17.93333333,0.866666667,1.208333333,'1-2,25.64285714,8.7,'8-9,0.5,1,5,46,7,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,13.33333333,6.666666667,6.666666667
510,Fake-The Big Lie,Conservative,22.73333333,0.866666667,1.208333333,'1-2,25.64285714,8.7,'8-9,0.5,1,5,46,7,Male,Fake,TBL,-0.5,0.5,0.5,80,6.666666667,6.666666667,6.666666667
510,Real-Covid,Conservative,52.53333333,0.666666667,1.208333333,'1-2,25.64285714,8.7,'8-9,0.5,1,5,46,7,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,20,26.66666667,6.666666667
510,Real-The Big Lie,Conservative,49.13333333,0.4,1.208333333,'1-2,25.64285714,8.7,'8-9,0.5,1,5,46,7,Male,Real,TBL,0.5,0.5,0.5,26.66666667,13.33333333,26.66666667,33.33333333
511,Fake-Covid,Conservative,26.46666667,0.6,1.75,'1-2,25.35714286,8.21,'8-9,0.5,3,6,24,7,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,6.666666667,26.66666667,13.33333333
511,Fake-The Big Lie,Conservative,37.6,0.466666667,1.75,'1-2,25.35714286,8.21,'8-9,0.5,3,6,24,7,Female,Fake,TBL,-0.5,0.5,-0.5,46.66666667,0,33.33333333,20
511,Real-Covid,Conservative,64.93333333,0.866666667,1.75,'1-2,25.35714286,8.21,'8-9,0.5,3,6,24,7,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,33.33333333,6.666666667,6.666666667
511,Real-The Big Lie,Conservative,54,0.6,1.75,'1-2,25.35714286,8.21,'8-9,0.5,3,6,24,7,Female,Real,TBL,0.5,0.5,-0.5,20,40,20,20
512,Fake-Covid,Conservative,33.86666667,0.666666667,2.25,'2-3,25.85714286,8.21,'8-9,0.5,2,5,49,4,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,13.33333333,33.33333333,0
512,Fake-The Big Lie,Conservative,68.06666667,0.2,2.25,'2-3,25.85714286,8.21,'8-9,0.5,2,5,49,4,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,6.666666667,73.33333333,6.666666667
512,Real-Covid,Conservative,55.6,0.533333333,2.25,'2-3,25.85714286,8.21,'8-9,0.5,2,5,49,4,Male,Real,Covid,0.5,-0.5,0.5,53.33333333,0,13.33333333,33.33333333
512,Real-The Big Lie,Conservative,61.26666667,0.733333333,2.25,'2-3,25.85714286,8.21,'8-9,0.5,2,5,49,4,Male,Real,TBL,0.5,0.5,0.5,73.33333333,0,20,6.666666667
513,Fake-Covid,Conservative,42.8,0.4,2.083333333,'2-3,27,7.17,'7-8,0.5,3,6,44,7,Female,Fake,Covid,-0.5,-0.5,-0.5,40,0,46.66666667,13.33333333
513,Fake-The Big Lie,Conservative,51.53333333,0.333333333,2.083333333,'2-3,27,7.17,'7-8,0.5,3,6,44,7,Female,Fake,TBL,-0.5,0.5,-0.5,6.666666667,26.66666667,26.66666667,40
513,Real-Covid,Conservative,51,0.533333333,2.083333333,'2-3,27,7.17,'7-8,0.5,3,6,44,7,Female,Real,Covid,0.5,-0.5,-0.5,33.33333333,20,6.666666667,40
513,Real-The Big Lie,Conservative,54.33333333,0.466666667,2.083333333,'2-3,27,7.17,'7-8,0.5,3,6,44,7,Female,Real,TBL,0.5,0.5,-0.5,33.33333333,13.33333333,0,53.33333333
514,Fake-Covid,Conservative,52.73333333,0.333333333,1,'1-2,25.78571429,7.57,'7-8,0.5,3,6,40,4,Male,Fake,Covid,-0.5,-0.5,0.5,33.33333333,0,60,6.666666667
514,Fake-The Big Lie,Conservative,65.8,0.133333333,1,'1-2,25.78571429,7.57,'7-8,0.5,3,6,40,4,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,0,86.66666667,0
514,Real-Covid,Conservative,48.73333333,0.533333333,1,'1-2,25.78571429,7.57,'7-8,0.5,3,6,40,4,Male,Real,Covid,0.5,-0.5,0.5,53.33333333,0,40,6.666666667
514,Real-The Big Lie,Conservative,44.66666667,0.4,1,'1-2,25.78571429,7.57,'7-8,0.5,3,6,40,4,Male,Real,TBL,0.5,0.5,0.5,40,0,46.66666667,13.33333333
515,Fake-Covid,Conservative,19.8,0.733333333,1.5,'1-2,27.14285714,9.29,'9-10,0.5,2,6,69,7,Male,Fake,Covid,-0.5,-0.5,0.5,46.66666667,26.66666667,0,26.66666667
515,Fake-The Big Lie,Conservative,27.13333333,0.733333333,1.5,'1-2,27.14285714,9.29,'9-10,0.5,2,6,69,7,Male,Fake,TBL,-0.5,0.5,0.5,33.33333333,40,13.33333333,13.33333333
515,Real-Covid,Conservative,86.46666667,0.866666667,1.5,'1-2,27.14285714,9.29,'9-10,0.5,2,6,69,7,Male,Real,Covid,0.5,-0.5,0.5,60,26.66666667,0,13.33333333
515,Real-The Big Lie,Conservative,93.06666667,1,1.5,'1-2,27.14285714,9.29,'9-10,0.5,2,6,69,7,Male,Real,TBL,0.5,0.5,0.5,86.66666667,13.33333333,0,0
516,Fake-Covid,Conservative,59.6,0.266666667,1.75,'1-2,26.96428571,9.43,'9-10,0.5,1,6,56,4,Female,Fake,Covid,-0.5,-0.5,-0.5,13.33333333,13.33333333,46.66666667,26.66666667
516,Fake-The Big Lie,Conservative,78,0.133333333,1.75,'1-2,26.96428571,9.43,'9-10,0.5,1,6,56,4,Female,Fake,TBL,-0.5,0.5,-0.5,0,13.33333333,73.33333333,13.33333333
516,Real-Covid,Conservative,65.53333333,0.466666667,1.75,'1-2,26.96428571,9.43,'9-10,0.5,1,6,56,4,Female,Real,Covid,0.5,-0.5,-0.5,40,6.666666667,0,53.33333333
516,Real-The Big Lie,Conservative,44.2,0.266666667,1.75,'1-2,26.96428571,9.43,'9-10,0.5,1,6,56,4,Female,Real,TBL,0.5,0.5,-0.5,13.33333333,13.33333333,13.33333333,60
517,Fake-Covid,Conservative,38.8,0.533333333,4.5,'4-5,26.35714286,9.71,'9-10,0.5,0,4,58,5,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,0,46.66666667,0
517,Fake-The Big Lie,Conservative,54.73333333,0.2,4.5,'4-5,26.35714286,9.71,'9-10,0.5,0,4,58,5,Female,Fake,TBL,-0.5,0.5,-0.5,20,0,80,0
517,Real-Covid,Conservative,56.53333333,0.466666667,4.5,'4-5,26.35714286,9.71,'9-10,0.5,0,4,58,5,Female,Real,Covid,0.5,-0.5,-0.5,46.66666667,0,53.33333333,0
517,Real-The Big Lie,Conservative,46.86666667,0.4,4.5,'4-5,26.35714286,9.71,'9-10,0.5,0,4,58,5,Female,Real,TBL,0.5,0.5,-0.5,40,0,60,0
518,Fake-Covid,Conservative,23.4,0.733333333,0.625,'0-1,25.71428571,7.68,'7-8,0.5,3,6,53,7,Female,Fake,Covid,-0.5,-0.5,-0.5,73.33333333,0,26.66666667,0
518,Fake-The Big Lie,Conservative,50.26666667,0.466666667,0.625,'0-1,25.71428571,7.68,'7-8,0.5,3,6,53,7,Female,Fake,TBL,-0.5,0.5,-0.5,46.66666667,0,53.33333333,0
518,Real-Covid,Conservative,58.6,0.6,0.625,'0-1,25.71428571,7.68,'7-8,0.5,3,6,53,7,Female,Real,Covid,0.5,-0.5,-0.5,60,0,40,0
518,Real-The Big Lie,Conservative,62.26666667,0.733333333,0.625,'0-1,25.71428571,7.68,'7-8,0.5,3,6,53,7,Female,Real,TBL,0.5,0.5,-0.5,73.33333333,0,26.66666667,0
519,Fake-Covid,Conservative,13.73333333,0.8,0.5,'0-1,25.14285714,7.29,'7-8,0.5,3,6,75,8,Male,Fake,Covid,-0.5,-0.5,0.5,80,0,13.33333333,6.666666667
519,Fake-The Big Lie,Conservative,20.06666667,0.8,0.5,'0-1,25.14285714,7.29,'7-8,0.5,3,6,75,8,Male,Fake,TBL,-0.5,0.5,0.5,73.33333333,6.666666667,20,0
519,Real-Covid,Conservative,37.66666667,0.4,0.5,'0-1,25.14285714,7.29,'7-8,0.5,3,6,75,8,Male,Real,Covid,0.5,-0.5,0.5,40,0,60,0
519,Real-The Big Lie,Conservative,24.8,0.066666667,0.5,'0-1,25.14285714,7.29,'7-8,0.5,3,6,75,8,Male,Real,TBL,0.5,0.5,0.5,6.666666667,0,86.66666667,6.666666667
520,Fake-Covid,Conservative,43.53333333,0.533333333,0.875,'0-1,26.94642857,7.64,'7-8,0.5,3,5,33,7,Male,Fake,Covid,-0.5,-0.5,0.5,20,33.33333333,26.66666667,20
520,Fake-The Big Lie,Conservative,48.2,0.533333333,0.875,'0-1,26.94642857,7.64,'7-8,0.5,3,5,33,7,Male,Fake,TBL,-0.5,0.5,0.5,6.666666667,46.66666667,20,26.66666667
520,Real-Covid,Conservative,50.6,0.466666667,0.875,'0-1,26.94642857,7.64,'7-8,0.5,3,5,33,7,Male,Real,Covid,0.5,-0.5,0.5,40,6.666666667,13.33333333,40
520,Real-The Big Lie,Conservative,54.26666667,0.533333333,0.875,'0-1,26.94642857,7.64,'7-8,0.5,3,5,33,7,Male,Real,TBL,0.5,0.5,0.5,33.33333333,20,13.33333333,33.33333333
521,Fake-Covid,Conservative,92.6,0.066666667,0,'0-1,26.5,7,'7-8,0.5,1,4,64,4,Male,Fake,Covid,-0.5,-0.5,0.5,6.666666667,0,93.33333333,0
521,Fake-The Big Lie,Conservative,69.06666667,0.333333333,0,'0-1,26.5,7,'7-8,0.5,1,4,64,4,Male,Fake,TBL,-0.5,0.5,0.5,20,13.33333333,66.66666667,0
521,Real-Covid,Conservative,46.26666667,0.466666667,0,'0-1,26.5,7,'7-8,0.5,1,4,64,4,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,0,53.33333333,0
521,Real-The Big Lie,Conservative,36.2,0.333333333,0,'0-1,26.5,7,'7-8,0.5,1,4,64,4,Male,Real,TBL,0.5,0.5,0.5,33.33333333,0,66.66666667,0
522,Fake-Covid,Conservative,38.93333333,0.6,3.25,'3-4,25.85714286,9.21,'9-10,0.5,3,2,72,7,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,6.666666667,33.33333333,6.666666667
522,Fake-The Big Lie,Conservative,37.26666667,0.666666667,3.25,'3-4,25.85714286,9.21,'9-10,0.5,3,2,72,7,Female,Fake,TBL,-0.5,0.5,-0.5,66.66666667,0,33.33333333,0
522,Real-Covid,Conservative,37.8,0.266666667,3.25,'3-4,25.85714286,9.21,'9-10,0.5,3,2,72,7,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,0,73.33333333,0
522,Real-The Big Lie,Conservative,35.6,0.266666667,3.25,'3-4,25.85714286,9.21,'9-10,0.5,3,2,72,7,Female,Real,TBL,0.5,0.5,-0.5,26.66666667,0,66.66666667,6.666666667
523,Fake-Covid,Conservative,28.06666667,0.866666667,2.5,'2-3,26.64285714,7.29,'7-8,0.5,1,5,54,6,Female,Fake,Covid,-0.5,-0.5,-0.5,26.66666667,60,6.666666667,6.666666667
523,Fake-The Big Lie,Conservative,23.2,0.866666667,2.5,'2-3,26.64285714,7.29,'7-8,0.5,1,5,54,6,Female,Fake,TBL,-0.5,0.5,-0.5,26.66666667,60,0,13.33333333
523,Real-Covid,Conservative,50.13333333,0.533333333,2.5,'2-3,26.64285714,7.29,'7-8,0.5,1,5,54,6,Female,Real,Covid,0.5,-0.5,-0.5,40,13.33333333,6.666666667,40
523,Real-The Big Lie,Conservative,44.6,0.266666667,2.5,'2-3,26.64285714,7.29,'7-8,0.5,1,5,54,6,Female,Real,TBL,0.5,0.5,-0.5,13.33333333,13.33333333,0,73.33333333
524,Fake-Covid,Conservative,40.26666667,0.533333333,1.25,'1-2,27.92857143,6.36,'6-7,0.5,3,6,45,4,Male,Fake,Covid,-0.5,-0.5,0.5,40,13.33333333,46.66666667,0
524,Fake-The Big Lie,Conservative,58.93333333,0.466666667,1.25,'1-2,27.92857143,6.36,'6-7,0.5,3,6,45,4,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,33.33333333,53.33333333,0
524,Real-Covid,Conservative,47.8,0.133333333,1.25,'1-2,27.92857143,6.36,'6-7,0.5,3,6,45,4,Male,Real,Covid,0.5,-0.5,0.5,13.33333333,0,46.66666667,40
524,Real-The Big Lie,Conservative,44.13333333,0.333333333,1.25,'1-2,27.92857143,6.36,'6-7,0.5,3,6,45,4,Male,Real,TBL,0.5,0.5,0.5,33.33333333,0,20,46.66666667
525,Fake-Covid,Conservative,0.066666667,1,0,'0-1,25.5,7,'7-8,0.5,3,2,57,4,Female,Fake,Covid,-0.5,-0.5,-0.5,100,0,0,0
525,Fake-The Big Lie,Conservative,2.133333333,1,0,'0-1,25.5,7,'7-8,0.5,3,2,57,4,Female,Fake,TBL,-0.5,0.5,-0.5,86.66666667,13.33333333,0,0
525,Real-Covid,Conservative,28.73333333,0.333333333,0,'0-1,25.5,7,'7-8,0.5,3,2,57,4,Female,Real,Covid,0.5,-0.5,-0.5,33.33333333,0,40,26.66666667
525,Real-The Big Lie,Conservative,18.93333333,0.2,0,'0-1,25.5,7,'7-8,0.5,3,2,57,4,Female,Real,TBL,0.5,0.5,-0.5,20,0,53.33333333,26.66666667
526,Fake-Covid,Conservative,30,0.6,0.75,'0-1,26.21428571,7.93,'7-8,0.5,2,4,48,7,Male,Fake,Covid,-0.5,-0.5,0.5,60,0,26.66666667,13.33333333
526,Fake-The Big Lie,Conservative,33.93333333,0.6,0.75,'0-1,26.21428571,7.93,'7-8,0.5,2,4,48,7,Male,Fake,TBL,-0.5,0.5,0.5,40,20,26.66666667,13.33333333
526,Real-Covid,Conservative,48.6,0.466666667,0.75,'0-1,26.21428571,7.93,'7-8,0.5,2,4,48,7,Male,Real,Covid,0.5,-0.5,0.5,40,6.666666667,40,13.33333333
526,Real-The Big Lie,Conservative,46.66666667,0.466666667,0.75,'0-1,26.21428571,7.93,'7-8,0.5,2,4,48,7,Male,Real,TBL,0.5,0.5,0.5,40,6.666666667,33.33333333,20
527,Fake-Covid,Conservative,26.06666667,0.866666667,0,'0-1,32.5,7,'7-8,0.5,3,6,30,4,Male,Fake,Covid,-0.5,-0.5,0.5,86.66666667,0,6.666666667,6.666666667
527,Fake-The Big Lie,Conservative,23.33333333,0.866666667,0,'0-1,32.5,7,'7-8,0.5,3,6,30,4,Male,Fake,TBL,-0.5,0.5,0.5,80,6.666666667,13.33333333,0
527,Real-Covid,Conservative,62.33333333,0.8,0,'0-1,32.5,7,'7-8,0.5,3,6,30,4,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,13.33333333,13.33333333,6.666666667
527,Real-The Big Lie,Conservative,53.2,0.733333333,0,'0-1,32.5,7,'7-8,0.5,3,6,30,4,Male,Real,TBL,0.5,0.5,0.5,66.66666667,6.666666667,20,6.666666667
528,Fake-Covid,Conservative,43.53333333,0.533333333,1.5,'1-2,30.42857143,7.86,'7-8,0.5,4,3,37,5,Female,Fake,Covid,-0.5,-0.5,-0.5,53.33333333,0,40,6.666666667
528,Fake-The Big Lie,Conservative,46.26666667,0.6,1.5,'1-2,30.42857143,7.86,'7-8,0.5,4,3,37,5,Female,Fake,TBL,-0.5,0.5,-0.5,40,20,40,0
